Energy_group,coarse_node_id,region_id,material,scalar_flux,sigma,volume
1,1,7,inner_fuel,0.5913083009060789,0.054564653755889814,0.10721319602777031
1,1,8,inner_fuel,0.5909655393710253,0.053794787090666256,0.10721319602777031
1,1,9,inner_fuel,0.5910792419051382,0.053894720762137756,0.10721319602777031
1,1,10,inner_fuel,0.5911351990761864,0.05397452149726633,0.10721319602777031
1,1,11,cladding,0.5834009116782567,0.2075437498998311,0.038243425442875525
1,1,12,cladding,0.5832170864858268,0.20644131302666324,0.038243425442875525
1,1,13,cladding,0.5831728769958716,0.20502003798437965,0.038243425442875525
1,1,14,cladding,0.5833112292483082,0.20538312392696603,0.038243425442875525
1,1,15,na_coolant,0.5837453907026028,1.1010473848543216,0.06357660316419353
1,1,16,na_coolant,0.5834441365810967,1.076000360310793,0.06357660316419353
1,1,17,na_coolant,0.5831922048956559,1.0912776514590399,0.06357660316419353
1,1,18,na_coolant,0.5837842233432241,1.0789452783056797,0.06357660316419353
2,1,7,inner_fuel,1.1249615765804402,0.024421748603199577,0.10721319602777031
2,1,8,inner_fuel,1.1246731478072398,0.024335363843605635,0.10721319602777031
2,1,9,inner_fuel,1.1244357561113212,0.024499182223343133,0.10721319602777031
2,1,10,inner_fuel,1.1244046558141,0.024158018789255324,0.10721319602777031
2,1,11,cladding,1.1230928141700456,0.16070057332750962,0.038243425442875525
2,1,12,cladding,1.1232018645637687,0.16089566438103617,0.038243425442875525
2,1,13,cladding,1.122444947274294,0.1602302376054183,0.038243425442875525
2,1,14,cladding,1.1225389737268456,0.16080537001476508,0.038243425442875525
2,1,15,na_coolant,1.1217680064451248,0.38141736751726957,0.06357660316419353
2,1,16,na_coolant,1.1216980026770298,0.3802447888837607,0.06357660316419353
2,1,17,na_coolant,1.122573050330625,0.3761816133899051,0.06357660316419353
2,1,18,na_coolant,1.1222385887088742,0.3815208015873597,0.06357660316419353
3,1,7,inner_fuel,2.441788242486301,0.010275538330453976,0.10721319602777031
3,1,8,inner_fuel,2.4417454110489736,0.010329554204092392,0.10721319602777031
3,1,9,inner_fuel,2.4415523325539477,0.010271923230379596,0.10721319602777031
3,1,10,inner_fuel,2.4413971627936064,0.010241627307718788,0.10721319602777031
3,1,11,cladding,2.4438050682888117,0.08741996824081619,0.038243425442875525
3,1,12,cladding,2.4425935677492374,0.08730164387095928,0.038243425442875525
3,1,13,cladding,2.44279991999181,0.08870686576940665,0.038243425442875525
3,1,14,cladding,2.4429135259734167,0.08708355105628149,0.038243425442875525
3,1,15,na_coolant,2.4447717317348996,0.19769144519699658,0.06357660316419353
3,1,16,na_coolant,2.4417473977846766,0.19722245467379848,0.06357660316419353
3,1,17,na_coolant,2.442101343576433,0.19811570874371262,0.06357660316419353
3,1,18,na_coolant,2.4421179616437048,0.19848077799424102,0.06357660316419353
4,1,7,inner_fuel,3.0981121691137417,0.008650848198880762,0.10721319602777031
4,1,8,inner_fuel,3.098290762440259,0.008758521377573327,0.10721319602777031
4,1,9,inner_fuel,3.0980620887204884,0.008736684606480041,0.10721319602777031
4,1,10,inner_fuel,3.0984703137504312,0.008708526303219673,0.10721319602777031
4,1,11,cladding,3.1002122003903647,0.057400463072693586,0.038243425442875525
4,1,12,cladding,3.0999748476205635,0.05739298170527935,0.038243425442875525
4,1,13,cladding,3.0995890402430604,0.057551492656094765,0.038243425442875525
4,1,14,cladding,3.099681581871999,0.05738056092503461,0.038243425442875525
4,1,15,na_coolant,3.100905265641774,0.2080575624339153,0.06357660316419353
4,1,16,na_coolant,3.101266935054512,0.2073845570860833,0.06357660316419353
4,1,17,na_coolant,3.0998310921040426,0.20780534623037691,0.06357660316419353
4,1,18,na_coolant,3.1001004464425157,0.20972391110673472,0.06357660316419353
5,1,7,inner_fuel,2.610776835602214,0.007624007740166329,0.10721319602777031
5,1,8,inner_fuel,2.611210713350959,0.007624635371281555,0.10721319602777031
5,1,9,inner_fuel,2.6109205316015958,0.007513378814687158,0.10721319602777031
5,1,10,inner_fuel,2.6112817172253124,0.007649679376658935,0.10721319602777031
5,1,11,cladding,2.612183734870186,0.039429846272887044,0.038243425442875525
5,1,12,cladding,2.6112578001172517,0.03943896236671269,0.038243425442875525
5,1,13,cladding,2.611292954618146,0.03898114689441278,0.038243425442875525
5,1,14,cladding,2.6122709609150996,0.039336024600090246,0.038243425442875525
5,1,15,na_coolant,2.6102228488981654,0.17063070446295536,0.06357660316419353
5,1,16,na_coolant,2.613412323139587,0.17213279572156986,0.06357660316419353
5,1,17,na_coolant,2.612570723268994,0.16963435787710388,0.06357660316419353
5,1,18,na_coolant,2.6129846514682207,0.1726750700385946,0.06357660316419353
6,1,7,inner_fuel,1.813074274034529,0.008070243392258846,0.10721319602777031
6,1,8,inner_fuel,1.8125709738482692,0.008051851442637393,0.10721319602777031
6,1,9,inner_fuel,1.812580300905753,0.008149922704536733,0.10721319602777031
6,1,10,inner_fuel,1.8122739495414066,0.008169098368777175,0.10721319602777031
6,1,11,cladding,1.8122074676014384,0.022050334052526228,0.038243425442875525
6,1,12,cladding,1.811545659518159,0.021908207550426877,0.038243425442875525
6,1,13,cladding,1.8112804751039544,0.022024654543869454,0.038243425442875525
6,1,14,cladding,1.812377335536115,0.022146104350742553,0.038243425442875525
