Energy_group,coarse_node_id,region_id,material,scalar_flux,volume
1,1,13,fuel2,8.55454899056934,0.5903751600460645
1,1,14,coolant,8.50038000955151,1.0866498399539353
1,2,16,fuel2,8.603691025005727,0.5903751600460645
1,2,17,coolant,8.552805513763161,1.0866498399539353
1,3,19,fuel3,8.718052582526319,0.5903751600460645
1,3,20,coolant,8.646148911675299,1.0866498399539353
1,4,22,fuel5,8.826701067569005,0.5903751600460645
1,4,23,coolant,8.738609341528063,1.0866498399539353
1,5,25,fuel5,8.861095654611464,0.5903751600460645
1,5,26,coolant,8.776332630338262,1.0866498399539353
1,6,28,fuel5,8.86071192696696,0.5903751600460645
1,6,29,coolant,8.775950960529661,1.0866498399539353
1,7,31,fuel5,8.825455824223361,0.5903751600460645
1,7,32,coolant,8.737370791619318,1.0866498399539353
1,8,34,fuel3,8.716625306343145,0.5903751600460645
1,8,35,coolant,8.644800685440467,1.0866498399539353
1,9,37,fuel2,8.6028084739402,0.5903751600460645
1,9,38,coolant,8.551958114808835,1.0866498399539353
1,10,40,fuel2,8.554079190030922,0.5903751600460645
1,10,41,coolant,8.500017503731051,1.0866498399539353
1,11,43,fuel2,8.602490836325968,0.5903751600460645
1,11,44,coolant,8.55157391469917,1.0866498399539353
1,12,46,fuel3,8.688496532049154,0.5903751600460645
1,12,47,coolant,8.614402413037553,1.0866498399539353
1,13,49,fuel5,8.798414623231366,0.5903751600460645
1,13,50,coolant,8.707693047447707,1.0866498399539353
1,14,52,fuel6,8.869207083295072,0.5903751600460645
1,14,53,coolant,8.774148428945324,1.0866498399539353
1,15,55,fuel6,8.896096020146018,0.5903751600460645
1,15,56,coolant,8.8037151509888,1.0866498399539353
1,16,58,fuel6,8.895820320752996,0.5903751600460645
1,16,59,coolant,8.803445088350442,1.0866498399539353
1,17,61,fuel6,8.868457134489308,0.5903751600460645
1,17,62,coolant,8.773417872356426,1.0866498399539353
1,18,64,fuel5,8.797154283545773,0.5903751600460645
1,18,65,coolant,8.706452280117718,1.0866498399539353
1,19,67,fuel3,8.687252076997776,0.5903751600460645
1,19,68,coolant,8.613257222580515,1.0866498399539353
1,20,70,fuel2,8.601940134477612,0.5903751600460645
1,20,71,coolant,8.551113566360828,1.0866498399539353
1,21,73,fuel3,8.71577054968373,0.5903751600460645
1,21,74,coolant,8.643875158564212,1.0866498399539353
1,22,76,fuel5,8.797780373786413,0.5903751600460645
1,22,77,coolant,8.707057732230494,1.0866498399539353
1,23,79,fuel6,8.86395796895112,0.5903751600460645
1,23,80,coolant,8.768418148833767,1.0866498399539353
1,24,82,fuel6,8.902538398045943,0.5903751600460645
1,24,83,coolant,8.8107163252615,1.0866498399539353
1,25,85,fuel6,8.920501293533182,0.5903751600460645
1,25,86,coolant,8.830336190022036,1.0866498399539353
1,26,88,fuel6,8.920274356622237,0.5903751600460645
1,26,89,coolant,8.830115031630715,1.0866498399539353
1,27,91,fuel6,8.901901769620759,0.5903751600460645
1,27,92,coolant,8.810099090386469,1.0866498399539353
1,28,94,fuel6,8.86303311650762,0.5903751600460645
1,28,95,coolant,8.767533383663045,1.0866498399539353
1,29,97,fuel5,8.796512947087013,0.5903751600460645
1,29,98,coolant,8.705848642876518,1.0866498399539353
1,30,100,fuel3,8.714782902083114,0.5903751600460645
1,30,101,coolant,8.643003444759632,1.0866498399539353
1,31,103,fuel5,8.825875578190871,0.5903751600460645
1,31,104,coolant,8.737822605126564,1.0866498399539353
1,32,106,fuel6,8.868914095632661,0.5903751600460645
1,32,107,coolant,8.773876825578931,1.0866498399539353
1,33,109,fuel6,8.90253727766208,0.5903751600460645
1,33,110,coolant,8.810721326808046,1.0866498399539353
1,34,112,fuel6,8.926294370779035,0.5903751600460645
1,34,113,coolant,8.836570533755063,1.0866498399539353
1,35,115,fuel6,8.938134618684572,0.5903751600460645
1,35,116,coolant,8.849405233567486,1.0866498399539353
1,36,118,fuel6,8.937929385708221,0.5903751600460645
1,36,119,coolant,8.849205789651577,1.0866498399539353
1,37,121,fuel6,8.925707035215915,0.5903751600460645
1,37,122,coolant,8.836002654579648,1.0866498399539353
1,38,124,fuel6,8.901648295134873,0.5903751600460645
1,38,125,coolant,8.809872642408966,1.0866498399539353
1,39,127,fuel6,8.867845245014387,0.5903751600460645
1,39,128,coolant,8.772884318285278,1.0866498399539353
1,40,130,fuel5,8.824526254760505,0.5903751600460645
1,40,131,coolant,8.736594838594604,1.0866498399539353
1,41,133,fuel5,8.861122417290527,0.5903751600460645
1,41,134,coolant,8.77642357316563,1.0866498399539353
1,42,136,fuel6,8.8964357017344,0.5903751600460645
1,42,137,coolant,8.804068673336712,1.0866498399539353
1,43,139,fuel6,8.92080641239832,0.5903751600460645
1,43,140,coolant,8.83064827664804,1.0866498399539353
1,44,142,fuel6,8.938344988200598,0.5903751600460645
1,44,143,coolant,8.849618070421856,1.0866498399539353
1,45,145,fuel6,8.94733391860838,0.5903751600460645
1,45,146,coolant,8.859303799774693,1.0866498399539353
1,46,148,fuel6,8.947137161232806,0.5903751600460645
1,46,149,coolant,8.859112760777606,1.0866498399539353
1,47,151,fuel6,8.937777976680106,0.5903751600460645
1,47,152,coolant,8.849070388556106,1.0866498399539353
1,48,154,fuel6,8.919939949019387,0.5903751600460645
1,48,155,coolant,8.829822296138403,1.0866498399539353
1,49,157,fuel6,8.89539952304922,0.5903751600460645
1,49,158,coolant,8.803110620659911,1.0866498399539353
1,50,160,fuel5,8.859666949438601,0.5903751600460645
1,50,161,coolant,8.77509530732487,1.0866498399539353
