Energy_group, coarse_node_id, region_id, material, scalar_flux
1, 1, 1, inner_fuel, 0.5544467150935943
1, 1, 2, helium_gas, 0.5468731883969311
1, 1, 3, cladding, 1.1764971805125763
1, 1, 4, na_coolant, 0.5416356381280899
2, 1, 1, inner_fuel, 1.1996079941095819
2, 1, 2, helium_gas, 1.2000270977876133
2, 1, 3, cladding, 2.969525789761064
2, 1, 4, na_coolant, 1.193134158307132
3, 1, 1, inner_fuel, 2.7898880914244737
3, 1, 2, helium_gas, 2.801274695854468
3, 1, 3, cladding, 7.1107284665323345
3, 1, 4, na_coolant, 2.7895330683150426
4, 1, 1, inner_fuel, 3.3745443069562278
4, 1, 2, helium_gas, 3.403041897732505
4, 1, 3, cladding, 9.264014413671603
4, 1, 4, na_coolant, 3.3739160032018267
5, 1, 1, inner_fuel, 2.7183327862529874
5, 1, 2, helium_gas, 2.7558391614357927
5, 1, 3, cladding, 7.851369283004972
5, 1, 4, na_coolant, 2.7182883851055086
6, 1, 1, inner_fuel, 1.5391814423986467
6, 1, 2, helium_gas, 1.5834792627754979
6, 1, 3, cladding, 4.935717067214461
6, 1, 4, na_coolant, 1.5200566003669542
7, 1, 1, inner_fuel, 2.5003581654928833
7, 1, 2, helium_gas, 2.567343221775103
7, 1, 3, cladding, 6.506274345727119
7, 1, 4, na_coolant, 2.501955098126883
8, 1, 1, inner_fuel, 0.20335801743972365
8, 1, 2, helium_gas, 0.21467764567584158
8, 1, 3, cladding, 0.7606600410919045
8, 1, 4, na_coolant, 0.19902150056082757
