Energy_group,coarse_node_id,region_id,material,scalar_flux,sigma,volume
7,1,7,inner_fuel,1.7559194628401364,0.003813271871377632,0.10721319602777031
7,1,8,inner_fuel,1.7557686828137593,0.0038131850784308774,0.10721319602777031
7,1,9,inner_fuel,1.755894035870595,0.003838685295454624,0.10721319602777031
7,1,10,inner_fuel,1.7558872573332387,0.0038321459991513362,0.10721319602777031
7,1,11,cladding,1.7669952664523203,0.0075785900714856295,0.038243425442875525
7,1,12,cladding,1.7668036142752395,0.007591778208211773,0.038243425442875525
7,1,13,cladding,1.7665673628446972,0.007662066310143671,0.038243425442875525
7,1,14,cladding,1.7667440441102495,0.007615130092019128,0.038243425442875525
7,1,15,na_coolant,1.767177407905109,0.01960630038581138,0.06357660316419353
7,1,16,na_coolant,1.7666328201879986,0.019469137142448825,0.06357660316419353
7,1,17,na_coolant,1.7672286966786248,0.019739218379039088,0.06357660316419353
7,1,18,na_coolant,1.76653923066071,0.01958794203579936,0.06357660316419353
8,1,7,inner_fuel,0.10264763664384846,0.021697770194385183,0.10721319602777031
8,1,8,inner_fuel,0.10259821212323827,0.021766718491743307,0.10721319602777031
8,1,9,inner_fuel,0.10268509011269959,0.0217586029902137,0.10721319602777031
8,1,10,inner_fuel,0.10267185073168097,0.021786893306865705,0.10721319602777031
8,1,11,cladding,0.10387542887546888,0.04830176456985792,0.038243425442875525
8,1,12,cladding,0.10386209781128958,0.04821210463102911,0.038243425442875525
8,1,13,cladding,0.10389313081376217,0.04819500031744123,0.038243425442875525
8,1,14,cladding,0.10377439606716045,0.0483609474717451,0.038243425442875525
8,1,15,na_coolant,0.10383789318228424,0.9980009294228467,0.06357660316419353
8,1,16,na_coolant,0.10407485552137355,0.9730292328238316,0.06357660316419353
8,1,17,na_coolant,0.10400639563923084,0.9677310122520015,0.06357660316419353
8,1,18,na_coolant,0.10375726237322325,0.9873867956513888,0.06357660316419353
