Energy_group, coarse_node_id, region_id, scalar_flux
1, 82, 256, 8.696534635439365
1, 82, 257, 5.592404455982589
1, 83, 259, 8.805288869182263
1, 83, 260, 5.645429535793977
1, 84, 262, 8.874376128543929
1, 84, 263, 5.689154357579919
1, 85, 265, 8.90271954820143
1, 85, 266, 5.709254745174949
1, 86, 268, 8.902960958618396
1, 86, 269, 5.709407118089816
1, 87, 271, 8.875202308735942
1, 87, 272, 5.689690297437254
1, 88, 274, 8.806063190440035
1, 88, 275, 5.645946963695245
1, 89, 277, 8.696049709000265
1, 89, 278, 5.592152360768533
1, 90, 280, 8.61250139571342
1, 90, 281, 5.549896484035477
1, 91, 283, 8.563765026162226
1, 91, 284, 5.516111962274326
1, 92, 286, 8.612861334527118
1, 92, 287, 5.5501037177020605
1, 93, 289, 8.724138380741499
1, 93, 290, 5.6117247590441
1, 94, 292, 8.833203591961976
1, 94, 293, 5.665212690996815
1, 95, 295, 8.868553887372496
1, 95, 296, 5.6903021578499
1, 96, 298, 8.868799861540381
1, 96, 299, 5.690457525808415
1, 97, 301, 8.833996937470562
1, 97, 302, 5.665699843426676
1, 98, 304, 8.724432048778901
1, 98, 305, 5.61195701622105
1, 99, 307, 8.61189741324177
1, 99, 308, 5.549438337173825
1, 100, 310, 8.561377528179758
1, 100, 311, 5.514608907093827
2, 1, 13, 1.1017599637090338
2, 1, 14, 0.7708449450862483
2, 2, 16, 1.0713971951552532
2, 2, 17, 0.7497117361331123
2, 3, 19, 1.0052866671963154
2, 3, 20, 0.7131145819627402
2, 4, 22, 0.9367285803865285
2, 4, 23, 0.676869041844506
2, 5, 25, 0.9155297632802358
2, 5, 26, 0.6616451303499082
2, 6, 28, 0.915552907214916
2, 6, 29, 0.661670353237383
2, 7, 31, 0.9369282224600669
2, 7, 32, 0.6770446362870203
2, 8, 34, 1.0058946942986091
2, 8, 35, 0.7134961914626652
2, 9, 37, 1.0715876399754052
2, 9, 38, 0.7498551979597752
2, 10, 40, 1.100780792191495
2, 10, 41, 0.7701655074458265
2, 11, 43, 1.0722721281986702
2, 11, 44, 0.7503300250282956
2, 12, 46, 1.0231869436864347
2, 12, 47, 0.7257340357352817
2, 13, 49, 0.954095615747831
2, 13, 50, 0.6893325577850671
2, 14, 52, 0.910178038224231
2, 14, 53, 0.6617995657054082
2, 15, 55, 0.894368199912383
2, 15, 56, 0.6503645425909398
2, 16, 58, 0.8943004841062225
2, 16, 59, 0.6503183967178907
2, 17, 61, 0.9098050765876018
2, 17, 62, 0.661539419244764
2, 18, 64, 0.9538154248072768
2, 18, 65, 0.689170357222421
2, 19, 67, 1.0233374222872287
2, 19, 68, 0.7257993676994804
2, 20, 70, 1.0717155444088315
2, 20, 71, 0.7499465161212103
2, 21, 73, 1.0066186694631278
2, 21, 74, 0.7140352215966048
2, 22, 76, 0.9545748754359735
2, 22, 77, 0.6896755995467772
2, 23, 79, 0.9135235566137179
2, 23, 80, 0.6642157071103414
2, 24, 82, 0.8915012926812867
2, 24, 83, 0.6482890465870983
2, 25, 85, 0.8817276244706715
2, 25, 86, 0.6412213430540292
2, 26, 88, 0.8816504715911692
2, 26, 89, 0.6411672916097201
2, 27, 91, 0.8912104387928619
2, 27, 92, 0.6480844207480297
2, 28, 94, 0.9128855162426679
2, 28, 95, 0.6637643319129305
2, 29, 97, 0.9540317236564657
2, 29, 98, 0.6893162071256113
2, 30, 100, 1.0064503350743255
2, 30, 101, 0.7138988563084976
2, 31, 103, 0.9378287029993251
2, 31, 104, 0.6776579129675864
2, 32, 106, 0.9108886639213833
2, 32, 107, 0.662305195015161
2, 33, 109, 0.8918195013425716
2, 33, 110, 0.6485164736262983
2, 34, 112, 0.8795000361558735
2, 34, 113, 0.6396086003184112
2, 35, 115, 0.8736614173925223
2, 35, 116, 0.6353874025783555
2, 36, 118, 0.873593483520173
2, 36, 119, 0.6353393027236797
2, 37, 121, 0.8792666366742314
2, 37, 122, 0.639443016137214
2, 38, 124, 0.8913440171172944
2, 38, 125, 0.6481781826336085
2, 39, 127, 0.9100896158585849
2, 39, 128, 0.6617344677799666
2, 40, 130, 0.9374414500961903
2, 40, 131, 0.6773885069105161
2, 41, 133, 0.9171195523285511
2, 41, 134, 0.6627936506821515
2, 42, 136, 0.8953116488157831
2, 42, 137, 0.6510382200825652
2, 43, 139, 0.8823145145324669
2, 43, 140, 0.6416410833980339
2, 44, 142, 0.8739418070425163
2, 44, 143, 0.6355883690162957
2, 45, 145, 0.8698739136331297
2, 45, 146, 0.6326481378060728
2, 46, 148, 0.8698109297497398
2, 46, 149, 0.6326032900636618
2, 47, 151, 0.873727707686496
2, 47, 152, 0.6354356747345996
2, 48, 154, 0.8818660720570021
2, 48, 155, 0.6413203933828086
2, 49, 157, 0.8944380657478223
2, 49, 158, 0.6504115173956986
2, 50, 160, 0.9166509276452732
2, 50, 161, 0.6624638141442403
2, 51, 163, 0.9173014084597042
2, 51, 164, 0.6629389424778109
2, 52, 166, 0.8955050746992049
2, 52, 167, 0.6511737385233614
2, 53, 169, 0.8825181656303103
2, 53, 170, 0.641785971519097
2, 54, 172, 0.8741534487650355
2, 54, 173, 0.6357403549534049
2, 55, 175, 0.8700885164082864
2, 55, 176, 0.6328028654396746
2, 56, 178, 0.8700253976462153
2, 56, 179, 0.6327579209572363
2, 57, 181, 0.8739391941926813
2, 57, 182, 0.6355875521014865
2, 58, 184, 0.8820704111039854
2, 58, 185, 0.6414657833663047
2, 59, 187, 0.8946348899408897
2, 59, 188, 0.6505494744711668
2, 60, 190, 0.916836294744038
2, 60, 191, 0.6626116942275446
2, 61, 193, 0.9383300853627812
2, 61, 194, 0.6780718396700385
2, 62, 196, 0.9114187981353539
2, 62, 197, 0.6626725046838798
2, 63, 199, 0.8924191978630288
2, 63, 200, 0.648942046075742
2, 64, 202, 0.8801332711478818
2, 64, 203, 0.640063053237063
2, 65, 205, 0.8743045955978903
2, 65, 206, 0.6358510089238214
2, 66, 208, 0.874236401205995
2, 66, 209, 0.6358027225551071
2, 67, 211, 0.8798999067170471
2, 67, 212, 0.6398975091142562
2, 68, 214, 0.8919466829037379
2, 68, 215, 0.6486059499137913
2, 69, 217, 0.9106298620510325
2, 69, 218, 0.6621089534129
2, 70, 220, 0.9379400512803632
2, 70, 221, 0.6778006522284619
2, 71, 223, 1.007879930190402
2, 71, 224, 0.7149784452270054
2, 72, 226, 0.9554730319445868
2, 72, 227, 0.6903887393307311
2, 73, 229, 0.9145077111769015
2, 73, 230, 0.6649117100002806
2, 74, 232, 0.8925611909626618
2, 74, 233, 0.6490491586424351
2, 75, 235, 0.8827997196884194
2, 75, 236, 0.6419938243473619
2, 76, 238, 0.8827227203256676
2, 76, 239, 0.6419398800415757
2, 77, 241, 0.892272736793958
2, 77, 242, 0.6488463022840958
2, 78, 244, 0.9138814637055783
2, 78, 245, 0.6644687504211705
2, 79, 247, 0.9549230122037776
2, 79, 248, 0.6900251426424069
2, 80, 250, 1.0076822957177833
2, 80, 251, 0.7148211893854094
2, 81, 253, 1.074526437238768
2, 81, 254, 0.7518746133880969
2, 82, 256, 1.025114946936534
2, 82, 257, 0.7271411946255923
2, 83, 259, 0.9556162548749119
2, 83, 260, 0.6904813102068086
2, 84, 262, 0.9117105146364342
2, 84, 263, 0.6628992280159859
2, 85, 265, 0.8958688564148128
2, 85, 266, 0.651445365672719
2, 86, 268, 0.8958025206873175
2, 86, 269, 0.65140017884709
2, 87, 271, 0.9113457523076838
2, 87, 272, 0.6626448188334251
2, 88, 274, 0.9553327705083512
2, 88, 275, 0.6903177257506916
2, 89, 277, 1.0252516970978387
2, 89, 278, 0.7271968736825256
2, 90, 280, 1.0739397602097855
2, 90, 281, 0.7514704270940025
2, 91, 283, 1.104875927581253
2, 91, 284, 0.7730089270643142
2, 92, 286, 1.074487222081904
2, 92, 287, 0.7518544397200807
2, 93, 289, 1.0081029116016373
2, 93, 290, 0.7151252426515348
2, 94, 292, 0.9391281520092811
2, 94, 293, 0.6786168661633725
2, 95, 295, 0.9178159269135189
2, 95, 296, 0.6633082045663934
2, 96, 298, 0.9178329031797291
2, 96, 299, 0.6633291041054494
2, 97, 301, 0.9393177953670142
2, 97, 302, 0.6787858995132506
2, 98, 304, 1.0087286537407967
2, 98, 305, 0.7155194457548415
2, 99, 307, 1.0747234426484324
2, 99, 308, 0.7520298063850026
2, 100, 310, 1.1039121238637235
2, 100, 311, 0.772340325857847
