Energy_group,coarse_node_id,region_id,material,scalar_flux,volume
1,1,1159,inner_fuel,0.9701987274881003,0.10009821052684138
1,1,1160,inner_fuel,0.9697085002727033,0.10009821052684138
1,1,1161,inner_fuel,0.9699280266705265,0.10009821052684138
1,1,1162,inner_fuel,0.9698296533923723,0.10009821052684138
1,1,1163,na_coolant,0.9653063988175459,0.10893501410799798
1,1,1164,na_coolant,0.9646183992441,0.10893501410799798
1,1,1165,na_coolant,0.9647508237264256,0.10893501410799798
1,1,1166,na_coolant,0.9641994194714993,0.10893501410799798
1,2,1167,inner_fuel,0.9702347761827121,0.10009821052684138
1,2,1168,inner_fuel,0.9697608127723153,0.10009821052684138
1,2,1169,inner_fuel,0.9699840874663636,0.10009821052684138
1,2,1170,inner_fuel,0.9698709931198564,0.10009821052684138
1,2,1171,na_coolant,0.9653719570462806,0.10893501410799798
1,2,1172,na_coolant,0.964659050661515,0.10893501410799798
1,2,1173,na_coolant,0.9647806963970593,0.10893501410799798
1,2,1174,na_coolant,0.9642587919577384,0.10893501410799798
1,3,1175,inner_fuel,0.9702492159870713,0.10009821052684138
1,3,1176,inner_fuel,0.9697804806784553,0.10009821052684138
1,3,1177,inner_fuel,0.970004469101378,0.10009821052684138
1,3,1178,inner_fuel,0.969886824174947,0.10009821052684138
1,3,1179,na_coolant,0.9653952666959145,0.10893501410799798
1,3,1180,na_coolant,0.9646747209064942,0.10893501410799798
1,3,1181,na_coolant,0.9647933644587535,0.10893501410799798
1,3,1182,na_coolant,0.9642811303960269,0.10893501410799798
1,4,1183,inner_fuel,0.9702562135651345,0.10009821052684138
1,4,1184,inner_fuel,0.9697894322549401,0.10009821052684138
1,4,1185,inner_fuel,0.9700134184352865,0.10009821052684138
1,4,1186,inner_fuel,0.9698941968689747,0.10009821052684138
1,4,1187,na_coolant,0.9654052368825196,0.10893501410799798
1,4,1188,na_coolant,0.9646820867748871,0.10893501410799798
1,4,1189,na_coolant,0.964799801598331,0.10893501410799798
1,4,1190,na_coolant,0.9642913092647959,0.10893501410799798
1,5,1191,inner_fuel,0.9702604300003297,0.10009821052684138
1,5,1192,inner_fuel,0.9697943296485092,0.10009821052684138
1,5,1193,inner_fuel,0.9700182658997157,0.10009821052684138
1,5,1194,inner_fuel,0.9698985128146318,0.10009821052684138
1,5,1195,na_coolant,0.9654105059625365,0.10893501410799798
1,5,1196,na_coolant,0.9646864840036011,0.10893501410799798
1,5,1197,na_coolant,0.9648039209361887,0.10893501410799798
1,5,1198,na_coolant,0.9642967519178777,0.10893501410799798
1,6,1199,inner_fuel,0.9702641682026885,0.10009821052684138
1,6,1200,inner_fuel,0.9697980272308795,0.10009821052684138
1,6,1201,inner_fuel,0.9700219678168253,0.10009821052684138
1,6,1202,inner_fuel,0.9699022422279653,0.10009821052684138
1,6,1203,na_coolant,0.9654143938442211,0.10893501410799798
1,6,1204,na_coolant,0.9646904140325687,0.10893501410799798
1,6,1205,na_coolant,0.9648078723032132,0.10893501410799798
1,6,1206,na_coolant,0.964300622315531,0.10893501410799798
1,7,1207,inner_fuel,0.9702693415812829,0.10009821052684138
1,7,1208,inner_fuel,0.9698024260588115,0.10009821052684138
1,7,1209,inner_fuel,0.9700264781948518,0.10009821052684138
1,7,1210,inner_fuel,0.969907346581393,0.10009821052684138
1,7,1211,na_coolant,0.9654189754738072,0.10893501410799798
1,7,1212,na_coolant,0.9646959624594893,0.10893501410799798
1,7,1213,na_coolant,0.9648136540877134,0.10893501410799798
1,7,1214,na_coolant,0.9643048933453627,0.10893501410799798
1,8,1215,inner_fuel,0.970278880704992,0.10009821052684138
1,8,1216,inner_fuel,0.9698098823075816,0.10009821052684138
1,8,1217,inner_fuel,0.970034321646739,0.10009821052684138
1,8,1218,inner_fuel,0.9699168476925937,0.10009821052684138
1,8,1219,na_coolant,0.9654268033350996,0.10893501410799798
1,8,1220,na_coolant,0.9647065135692876,0.10893501410799798
1,8,1221,na_coolant,0.9648245281140073,0.10893501410799798
1,8,1222,na_coolant,0.9643117621657484,0.10893501410799798
1,9,1223,inner_fuel,0.970299552041689,0.10009821052684138
1,9,1224,inner_fuel,0.9698251633708248,0.10009821052684138
1,9,1225,inner_fuel,0.9700509919660815,0.10009821052684138
1,9,1226,inner_fuel,0.9699381452973863,0.10009821052684138
1,9,1227,na_coolant,0.9654433012924202,0.10893501410799798
1,9,1228,na_coolant,0.9647307419269857,0.10893501410799798
1,9,1229,na_coolant,0.9648480596158164,0.10893501410799798
1,9,1230,na_coolant,0.9643252615655012,0.10893501410799798
1,10,1231,inner_fuel,0.9703530853856551,0.10009821052684138
1,10,1232,inner_fuel,0.9698624068867873,0.10009821052684138
1,10,1233,inner_fuel,0.9700934534576878,0.10009821052684138
1,10,1234,inner_fuel,0.9699952299680517,0.10009821052684138
1,10,1235,na_coolant,0.9654850515455172,0.10893501410799798
1,10,1236,na_coolant,0.9647971475765708,0.10893501410799798
1,10,1237,na_coolant,0.9649089293492701,0.10893501410799798
1,10,1238,na_coolant,0.9643564412359273,0.10893501410799798
1,11,1239,inner_fuel,0.9702153635704343,0.10009821052684138
1,11,1240,inner_fuel,0.9697259692616839,0.10009821052684138
1,11,1241,inner_fuel,0.9699527303383305,0.10009821052684138
1,11,1242,inner_fuel,0.9698596275397233,0.10009821052684138
1,11,1243,na_coolant,0.9653317514057038,0.10893501410799798
1,11,1244,na_coolant,0.9646587633239202,0.10893501410799798
1,11,1245,na_coolant,0.9647628634174804,0.10893501410799798
1,11,1246,na_coolant,0.9642149858080323,0.10893501410799798
