Energy_group,coarse_node_id,region_id,material,scalar_flux,volume
1,1,5,fuel1,1.1485148806766023,0.14759379001151612
1,1,6,fuel1,1.1496492730122525,0.14759379001151612
1,1,7,fuel1,1.148998453335195,0.14759379001151612
1,1,8,fuel1,1.1504001994323554,0.14759379001151612
1,1,9,coolant,1.1409892333128824,0.07302455408682712
1,1,10,coolant,1.1420825753373185,0.07302455408682712
1,1,11,coolant,1.1378209531185284,0.07302455408682712
1,1,12,coolant,1.1414896190708768,0.07302455408682712
1,1,13,coolant,1.1351075744857109,0.1986379059016567
1,1,14,coolant,1.1381998029014533,0.1986379059016567
1,1,15,coolant,1.136978942406151,0.1986379059016567
1,1,16,coolant,1.1361594784402067,0.1986379059016567
2,1,5,fuel1,0.197684164172526,0.14759379001151612
2,1,6,fuel1,0.19777965947503523,0.14759379001151612
2,1,7,fuel1,0.19808563597855008,0.14759379001151612
2,1,8,fuel1,0.19792088819003692,0.14759379001151612
2,1,9,coolant,0.20861934861408582,0.07302455408682712
2,1,10,coolant,0.20850422182729167,0.07302455408682712
2,1,11,coolant,0.2087211049893509,0.07302455408682712
2,1,12,coolant,0.20889023795492878,0.07302455408682712
2,1,13,coolant,0.2139507468835284,0.1986379059016567
2,1,14,coolant,0.21349676419896102,0.1986379059016567
2,1,15,coolant,0.21352523317632338,0.1986379059016567
2,1,16,coolant,0.21391893124801378,0.1986379059016567
