Energy_group, coarse_node_id, region_id, material, scalar_flux
1, 1, 1, inner_fuel, 0.5103688769361702
1, 1, 2, na_coolant, 0.5072505296553378
2, 1, 1, inner_fuel, 0.8189795882011045
2, 1, 2, na_coolant, 0.8169535588637743
3, 1, 1, inner_fuel, 1.6357809549603277
3, 1, 2, na_coolant, 1.63480962565278
4, 1, 1, inner_fuel, 2.171049851921501
4, 1, 2, na_coolant, 2.1717559033958143
5, 1, 1, inner_fuel, 1.8733646160304382
5, 1, 2, na_coolant, 1.874551106319668
6, 1, 1, inner_fuel, 1.4237717288998541
6, 1, 2, na_coolant, 1.4255437988967312
7, 1, 1, inner_fuel, 1.2298964824290632
7, 1, 2, na_coolant, 1.2348691876291995
8, 1, 1, inner_fuel, 0.07285870948339833
8, 1, 2, na_coolant, 0.07347825494927013
